skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313,assessment of risks and threats,оценка рисков и угроз,knowledge
http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,telecom regulations,телекоммуникационные правила,knowledge
http://data.europa.eu/esco/skill/7f4d1dee-bc5a-495a-926b-17b383b8d8fd,green building standards,стандарты экологического строительства,knowledge
http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,cyber security,кибербезопасность,knowledge
http://data.europa.eu/esco/skill/80e961f6-1482-4a28-9810-941b8aea1e86,synchronise sound with images,синхронизировать звук с изображением,skill/competence
http://data.europa.eu/esco/skill/81086bb0-a110-470d-ba5a-2c68fc535407,manage flight data communications programme,управлять программой передачи данных о полетах,skill/competence
http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,use word processing software,использовать программное обеспечение для обработки текстов,skill/competence
http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239,handle cybersecurity incidents,реагировать на инциденты кибербезопасности,skill/competence
http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,IBM InfoSphere Information Server,IBM InfoSphere Information Server,knowledge
http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,use back-up and recovery tools,использовать инструменты резервного копирования и восстановления,skill/competence
http://data.europa.eu/esco/skill/8300443c-c793-4102-bff5-aa917a0cb39f,define roadmap for blockchain in applications,определение дорожной карты для блокчейна в приложениях,skill/competence
http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84,conduct quantitative research,проведение количественных исследований,skill/competence
http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,service-oriented modelling,сервис-ориентированное моделирование,knowledge
http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26,innovate in ICT,инновации в сфере ИКТ,skill/competence
http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,apply research ethics and scientific integrity principles in research activities,применение принципов исследовательской этики и научной честности в исследовательской деятельности,skill/competence
http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,remove computer virus or malware from a computer,удаление компьютерных вирусов или вредоносных программ с компьютера,skill/competence
http://data.europa.eu/esco/skill/8360f128-ef04-41f6-8fd0-203f41dc05dc,receive appropriate permissions for use of recorded audiovisual examples,получение соответствующих разрешений на использование записанных аудиовизуальных примеров,skill/competence
http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utilise machine learning,использование машинного обучения,skill/competence
http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,Microsoft Visual C++,Microsoft Visual C,knowledge
http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,oversee development of software,контролировать разработку программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,IBM Informix,knowledge
http://data.europa.eu/esco/skill/84bbad5b-6560-440a-89f0-0e61729e80a0,mix sound in a live situation,микширование звука в живой ситуации,skill/competence
http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410,core banking software,основное банковское программное обеспечение,knowledge
http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,create database diagrams,создавать диаграммы баз данных,skill/competence
http://data.europa.eu/esco/skill/85038d57-1fdd-40de-b908-2c005545a8c3,SketchBook Pro,SketchBook Pro,knowledge
http://data.europa.eu/esco/skill/85616cc4-98bf-4355-9cf1-72ff11752848,develop ICT device driver,разработать драйвер для устройства ИКТ,skill/competence
http://data.europa.eu/esco/skill/85ac537a-9233-42cc-a6e8-73851e77d214,direct inward dialing,направлять внутренние звонки,knowledge
http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783,interpret technical texts,переводить технические тексты,skill/competence
http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,levels of software testing,уровни тестирования программного обеспечения,knowledge
http://data.europa.eu/esco/skill/861313ba-3a1a-4d33-842a-1b8e45e2415b,manage ICT legacy implication,управлять последствиями унаследованных ИКТ,skill/competence
http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454,install electronic communication equipment,устанавливать электронное коммуникационное оборудование,skill/competence
http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,TypeScript,TypeScript,knowledge
http://data.europa.eu/esco/skill/8696aff0-18c0-4ba6-a4d0-9a21861b3e5e,World Wide Web Consortium standards,стандарты World Wide Web Consortium,knowledge
http://data.europa.eu/esco/skill/86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8,apply information security policies,применение политик информационной безопасности,skill/competence
http://data.europa.eu/esco/skill/86f7126d-97fd-4da5-be96-d1cf6ecd54e6,Microsoft Visio,Microsoft Visio,knowledge
http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,promote open innovation in research,продвижение открытых инноваций в научных исследованиях,skill/competence
http://data.europa.eu/esco/skill/875eeec4-fc70-4e6a-80ef-4d18356976e3,forecast workload,прогнозировать рабочую нагрузку,skill/competence
http://data.europa.eu/esco/skill/8764d4b1-e069-44f2-8baa-fb1eee1850ec,Oracle Application Development Framework,Oracle Application Development Framework,knowledge
http://data.europa.eu/esco/skill/8785ccda-6f9f-4cf3-9033-fda10653d0be,JSSS,JSSS,knowledge
http://data.europa.eu/esco/skill/8867088a-e54d-41bc-81e8-a21ff98e81d3,calibrate electronic instruments,калибровать электронные приборы,skill/competence
http://data.europa.eu/esco/skill/88de5ff4-310a-4f4f-9b47-349eb5589902,translate artistic concepts to technical designs,перевод художественных концепций в технические проекты,skill/competence
http://data.europa.eu/esco/skill/896563fc-6255-4419-89c2-ffed30159ad6,conduct research interview,проводить исследовательские интервью,skill/competence
http://data.europa.eu/esco/skill/897b393f-e7e0-4248-a40d-d77119694e83,distributed computing,распределенные вычисления,knowledge
http://data.europa.eu/esco/skill/89ba58e8-a67e-4d2b-ad42-6acab25c241b,measure customer feedback,измерение обратной связи от клиентов,skill/competence
http://data.europa.eu/esco/skill/89d2bb53-67fc-4b9e-80c7-07b6c587bc0d,work safely with chemicals,безопасная работа с химическими веществами,skill/competence
http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11,implement smart contracts,внедрение смарт-контрактов,skill/competence
http://data.europa.eu/esco/skill/89f6560b-2194-45c9-9ece-d33049a73eef,computer engineering,компьютерная инженерия,knowledge
http://data.europa.eu/esco/skill/8a16ada9-2794-4c81-bb48-5ec1cfbcf1db,use a telecine,использовать телекино,skill/competence
http://data.europa.eu/esco/skill/8a16add0-6faa-4387-896c-ee641568d89f,trigonometry,тригонометрия,knowledge
http://data.europa.eu/esco/skill/8a18f41b-70e2-4a03-986f-95b52d2ca39c,determine visual concepts,определять визуальные концепции,skill/competence
http://data.europa.eu/esco/skill/8a30eb28-eca0-4ab6-8c05-32c47d3e0dd6,BlackArch,BlackArch,knowledge
http://data.europa.eu/esco/skill/8a7a0d46-d88a-4ab0-bfa4-d861a82bab3c,operate remote broadcast equipment,управлять оборудованием для удаленной трансляции,skill/competence
http://data.europa.eu/esco/skill/8a99780c-5345-4783-8ee8-97dabb9401ab,support a designer in the developing process,поддерживать дизайнера в процессе разработки,skill/competence
http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,promote environmental awareness,повышение экологической осведомленности,skill/competence
http://data.europa.eu/esco/skill/8b0f73ff-d36b-4196-bb83-464c3a6ef07d,game theory,теория игр,knowledge
http://data.europa.eu/esco/skill/8b94aa1e-89c9-459d-b3b4-1dfab8dec2df,use software libraries,использовать программные библиотеки,skill/competence
http://data.europa.eu/esco/skill/8bbdb795-0deb-478f-91e4-5238867ed8ba,blockchain terminology,терминология блокчейна,knowledge
http://data.europa.eu/esco/skill/8bbf9c69-ba9d-4e6d-a50a-ba4f666e0d25,contextualise artistic work,контекстуализировать художественные работы,skill/competence
http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49,develop creative ideas,разработка творческих идей,skill/competence
http://data.europa.eu/esco/skill/8c88d336-c249-4537-b26e-d679a85c4b9b,Ajax Framework,Ajax Framework,knowledge
http://data.europa.eu/esco/skill/8c8d0196-4acd-4217-89cb-abaf96845b14,analyse the need for technical resources,анализировать потребность в технических ресурсах,skill/competence
http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,стандарты качества,knowledge
http://data.europa.eu/esco/skill/8dcbcabe-09f7-4d11-940d-125af57bbc40,track key performance indicators,отслеживать ключевые показатели эффективности,skill/competence
http://data.europa.eu/esco/skill/8e207517-34bf-4711-a0aa-c8a557ab692f,create special effects,создание специальных эффектов,skill/competence
http://data.europa.eu/esco/skill/8e91c9b3-45de-4db2-91df-138d10031cf0,log transmitter readings,регистрировать показания датчиков,skill/competence
http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,cloud monitoring and reporting,облачный мониторинг и отчетность,knowledge
http://data.europa.eu/esco/skill/8f32e02a-9290-47ab-ad28-6567bfc2f17a,design process for blockchain-based systems,проектировать процессы для систем на основе блокчейна,skill/competence
http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,digital curation,цифровое курирование,knowledge
http://data.europa.eu/esco/skill/8fa510d0-a8a6-4932-a361-00f8442cfe23,Wireshark,Wireshark,knowledge
http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c,forecast future ICT network needs,прогнозировать будущие потребности в сетях ИКТ,skill/competence
http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,software design methodologies,методологии проектирования программного обеспечения,knowledge
http://data.europa.eu/esco/skill/901105f8-3a08-453e-b1dc-23619e317fd3,create flowchart diagram,создавать диаграммы потоков,skill/competence
http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,web application security threats,угрозы безопасности веб-приложений,knowledge
http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc,blockchain platforms,блокчейн-платформы,knowledge
http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e,create data sets,создание наборов данных,skill/competence
http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633,maintain plan for continuity of operations,поддерживать план обеспечения непрерывности операций,skill/competence
http://data.europa.eu/esco/skill/90be83d9-56f1-46a4-a6bc-96c51f6c9025,acquire system component,приобретать компоненты системы,skill/competence
http://data.europa.eu/esco/skill/910becaf-d07b-455a-a363-0bf9430afb51,clean equipment,очищать оборудование,skill/competence
http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,взаимодействие человека и компьютера,knowledge
http://data.europa.eu/esco/skill/913e4f09-6b22-4f36-9a32-b4508ec824fe,maintain projection equipment,обслуживать проекционное оборудование,skill/competence
http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,execute software tests,выполнять тестирование программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/918f5211-b99f-4b29-9a34-6e475583ef55,write work-related reports,"писать отчеты, связанные с работой",skill/competence
http://data.europa.eu/esco/skill/9190d87f-9792-42e0-bb7f-64294a656bcd,monitor system performance,контролировать производительность системы,skill/competence
http://data.europa.eu/esco/skill/91a58da7-2111-4a03-9874-37311e105d06,coach staff for running the performance,обучать персонал для проведения представления,skill/competence
http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,meet deadlines,соблюдать сроки,skill/competence
http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,integrated development environment software,программное обеспечение интегрированной среды разработки,knowledge
http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,manage contracts,управлять контрактами,skill/competence
http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,информационная категоризация,knowledge
http://data.europa.eu/esco/skill/93b22bbf-ece1-4e2d-8d47-0c9392c5a4fd,develop blockchain technology,разрабатывать технологию блокчейн,skill/competence
http://data.europa.eu/esco/skill/93e65de1-923c-437e-aa5b-e6002967ce71,web based collaborative platforms,веб-платформы для совместной работы,knowledge
http://data.europa.eu/esco/skill/93f1caa3-df33-4de7-98da-40f5fc30fd52,forensic intelligence,криминалистическая разведка,knowledge
http://data.europa.eu/esco/skill/94579fbb-0485-48d4-b97e-ca85e15691d3,develop programming schedule,разрабатывать график программирования,skill/competence
http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8,digital image processing,цифровая обработка изображений,knowledge
http://data.europa.eu/esco/skill/946c1229-1171-40d4-82cc-fe3f483ca100,perform escalation procedure,выполнять процедуру эскалации,skill/competence
http://data.europa.eu/esco/skill/94b2c46e-6338-4a1d-950a-d44eef018c53,collaborate with engineers,сотрудничать с инженерами,skill/competence
http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,управление проектами в области ИКТ,knowledge
http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,consult with business clients,консультировать бизнес-клиентов,skill/competence
http://data.europa.eu/esco/skill/95ee5e38-5c1e-4cd2-a21d-6921390025a9,usability engineering,инженерия юзабилити,knowledge
http://data.europa.eu/esco/skill/96550830-539b-4746-96aa-92aa4959945d,apply risk management processes,применять процессы управления рисками,skill/competence
http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93,compile content,составлять контент,skill/competence
http://data.europa.eu/esco/skill/96eb286a-58b7-45ff-a916-5578d0b79b8c,Rapid application development,Быстрая разработка приложений,knowledge
http://data.europa.eu/esco/skill/9707091a-323b-4240-877a-5999a19286f0,apply ICT system usage policies,применять политику использования ИКТ-систем,skill/competence
http://data.europa.eu/esco/skill/9710092c-f174-4e84-95bf-2064d39ad7a0,manage content metadata,управлять метаданными контента,skill/competence
http://data.europa.eu/esco/skill/9714735d-6f60-440b-bdbc-aaf45ebcbe78,analyse the context of an organisation,анализировать контекст организации,skill/competence
http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,mobile operating systems,мобильные операционные системы,knowledge
http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,manage software releases,управлять выпусками программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D modelling,3D-моделирование,knowledge
http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,publish academic research,публиковать академические исследования,skill/competence
http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,data analytics,анализ данных,knowledge
http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,QlikView Expressor,knowledge
http://data.europa.eu/esco/skill/97db841c-31bf-4aa0-85b9-0ddd0a77b7a5,analyse a script,анализировать сценарий,skill/competence
http://data.europa.eu/esco/skill/98301d4a-2cc3-439d-8d7f-0b6ac76302bb,business process modelling,моделировать бизнес-процессы,knowledge
http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,use customer relationship management software,использовать программное обеспечение для управления взаимоотношениями с клиентами,skill/competence
http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,promote the transfer of knowledge,содействовать передаче знаний,skill/competence
http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9,business analytics,бизнес-аналитика,knowledge
http://data.europa.eu/esco/skill/98a57799-0146-4849-a1d2-41021c4b7b8f,blockchain applications security principles,применение блокчейна принципы безопасности,knowledge
http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,язык запросов для описания ресурсов,knowledge
http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,CoffeeScript,CoffeeScript,knowledge
http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,Objective-C,Objective-C,knowledge
http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31,engage with stakeholders,взаимодействовать с заинтересованными сторонами,skill/competence
http://data.europa.eu/esco/skill/9a0d0abc-010d-440b-8242-7e31510471ba,information governance compliance,соответствие требованиям управления информацией,knowledge
http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,think abstractly,мыслить абстрактно,skill/competence
http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,record multi-track sound,запись многодорожечного звука,skill/competence
http://data.europa.eu/esco/skill/9af0815a-39da-4a99-8c28-b0fe8baf3db6,draft music cue breakdown,составлять черновик разбивки музыкальных фрагментов,skill/competence
http://data.europa.eu/esco/skill/9b6a88df-d64d-4c06-ad01-dc23dc92632d,organise resources for artistic production,организация ресурсов для художественного производства,skill/competence
http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,JavaScript Framework,JavaScript Framework,knowledge
http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,балансировка ресурсов базы данных,skill/competence
http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,control objectives for information and related technology,контролировать цели в области информации и связанных с ней технологий,knowledge
http://data.europa.eu/esco/skill/9c44ebf8-f996-4fef-b260-5faa2cf3a8f2,draw up instrument setup,составлять настройки приборов,skill/competence
http://data.europa.eu/esco/skill/9cbf9dff-3e4f-4e25-8217-4338e821f123,manage performance light quality,управлять качеством освещения,skill/competence
http://data.europa.eu/esco/skill/9ce52938-fe28-4548-b38d-0c783933e19a,edit digital moving images,редактировать цифровые движущиеся изображения,skill/competence
http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ICT software specifications,спецификации программного обеспечения ИКТ,knowledge
http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,query languages,языки запросов,knowledge
http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051,"data extraction, transformation and loading tools","инструменты для извлечения, преобразования и загрузки данных",knowledge
http://data.europa.eu/esco/skill/9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0,conduct ICT code review,проводить проверку кода ИКТ,skill/competence
http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,tools for software configuration management,инструменты для управления конфигурацией программного обеспечения,knowledge
http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83,develop reporting software,разрабатывать программное обеспечение для отчетности,skill/competence
http://data.europa.eu/esco/skill/9df34bc3-25d4-4452-a896-4d19b94ef896,keep personal administration,вести личную документацию,skill/competence
http://data.europa.eu/esco/skill/9e06bac6-6b91-48ca-8b7d-c1f48cdecd7c,solve ICT system problems,решать проблемы с ИКТ-системами,skill/competence
http://data.europa.eu/esco/skill/9e84a506-df06-4be3-874a-fa01293e3dd5,business processes,бизнес-процессы,knowledge
http://data.europa.eu/esco/skill/9e9a4209-c7cf-4f6e-973e-dc2ffadccc74,perform procurement processes,выполнять процессы закупок,skill/competence
http://data.europa.eu/esco/skill/9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe,database development tools,инструменты разработки баз данных,knowledge
http://data.europa.eu/esco/skill/9fc400ac-8ed2-4aff-915f-aa4f2609ec7b,multidisciplinary research,междисциплинарные исследования,knowledge
http://data.europa.eu/esco/skill/9fd126c7-ae3d-470f-ba64-c27a85e5bb27,propose improvements to artistic production,предлагать улучшения в художественном производстве,skill/competence
http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,manage data,управление данными,skill/competence
http://data.europa.eu/esco/skill/a0bf9b9d-e53f-418c-a839-5d99eff718fe,conduct search engine optimisation,проводить оптимизацию поисковых систем,skill/competence
http://data.europa.eu/esco/skill/a1388163-462a-4b76-8649-67470ea858a1,search databases,поиск в базах данных,skill/competence
http://data.europa.eu/esco/skill/a1670c61-bc6a-4c40-9d98-88fb272f945a,media formats,форматы медиа,knowledge
http://data.europa.eu/esco/skill/a1eef0f4-133f-464a-a8f1-68fe3e8cc1b4,healthcare analytics,аналитика в сфере здравоохранения,knowledge
http://data.europa.eu/esco/skill/a23659b1-a8bc-4331-a58d-eef263ca6a14,follow work procedures,следовать рабочим процедурам,skill/competence
http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,CAD software,программное обеспечение CAD,knowledge
http://data.europa.eu/esco/skill/a2fef437-6719-47c2-8552-73b9fe81df86,plan ICT capacity,планирование мощностей ИКТ,skill/competence
http://data.europa.eu/esco/skill/a35b9b1c-ebfe-41ac-96be-2a7b2ea04670,file-based workflow,файловый рабочий процесс,knowledge
http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,ICT problem management techniques,методы управления проблемами ИКТ,knowledge
http://data.europa.eu/esco/skill/a3df9f73-7d84-4f3b-8581-fcdc5b02db3f,coordinate activities in audio recording studio,координация деятельности в студии звукозаписи,skill/competence
http://data.europa.eu/esco/skill/a4346013-a967-4a58-a533-6b32ad1364c5,data protection,защита данных,knowledge
http://data.europa.eu/esco/skill/a453d1fa-e494-4e39-96e5-bbc5c730d0d3,use storyboards,использовать раскадровки,skill/competence
http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,design information system,разработать информационную систему,skill/competence
http://data.europa.eu/esco/skill/a4a882a1-0263-4dd2-b29a-f0028cac2393,define integration strategy,определить стратегию интеграции,skill/competence
http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe,execute ICT user research activities,проводить исследования пользователей ИКТ,skill/competence
http://data.europa.eu/esco/skill/a4d336a6-9ffd-402a-91cc-f359716ba4e0,ML (computer programming),ML (компьютерное программирование),knowledge
http://data.europa.eu/esco/skill/a4e31589-3632-4926-91d0-15b889c90b9b,IBM WebSphere,IBM WebSphere,knowledge
http://data.europa.eu/esco/skill/a520b743-8f40-43ac-a2d5-755899120844,audio technology,аудиотехника,knowledge
http://data.europa.eu/esco/skill/a56dec32-05ef-45de-a256-ee6741f356db,information confidentiality,конфиденциальность информации,knowledge
http://data.europa.eu/esco/skill/a57a54b6-2f2e-43e4-9621-b52f4a63cb08,LDAP,LDAP,knowledge
http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9,mentor individuals,наставничество,skill/competence
http://data.europa.eu/esco/skill/a59708e3-e654-4e37-8b8a-741c3b756eee,multimedia systems,мультимедийные системы,knowledge
http://data.europa.eu/esco/skill/a5b0cd5c-e13a-4ab3-8d93-4d242adcfb01,teamwork principles,принципы командной работы,knowledge
http://data.europa.eu/esco/skill/a6d2edbd-5f87-40e0-a227-b7ae8c08db03,adjust projector,настраивать проектор,skill/competence
http://data.europa.eu/esco/skill/a71577b2-7550-4222-88ee-dcbd2d881516,graphics editor software,программное обеспечение для редактирования графики,knowledge
http://data.europa.eu/esco/skill/a7a14be2-78b5-4b4a-ba77-2658285e2756,apply reverse engineering,применять обратную инженерию,skill/competence
http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,data storage,хранение данных,knowledge
http://data.europa.eu/esco/skill/a80fb090-63f4-4b05-83a5-2f090deb7757,manage data collection systems,управление системами сбора данных,skill/competence
http://data.europa.eu/esco/skill/a846cb9e-c152-41e7-bd34-45e7ff941e3b,legal requirements of ICT products,юридические требования к продуктам ИКТ,knowledge
http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363,interact with users to gather requirements,взаимодействовать с пользователями для сбора требований,skill/competence
http://data.europa.eu/esco/skill/a88da605-095f-4a4f-be1c-d1444df8228a,digital media,цифровые медиа,knowledge
http://data.europa.eu/esco/skill/a89a94fb-c417-49b4-a9a9-9a22e0f12697,manage data for legal matters,управлять данными по юридическим вопросам,skill/competence
http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,synthesise research publications,обобщать научные публикации,skill/competence
http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,PostgreSQL,PostgreSQL,knowledge
http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,manage personal professional development,управлять личным профессиональным развитием,skill/competence
http://data.europa.eu/esco/skill/a99c6783-50c0-4f7a-99df-bf93429ef6dc,use precision tools,использовать прецизионные инструменты,skill/competence
http://data.europa.eu/esco/skill/a9b68e58-766a-403d-b5fe-955b57bdad1b,operate electronic measuring instruments,работать с электронными измерительными приборами,skill/competence
http://data.europa.eu/esco/skill/a9bf8565-8a09-4118-9922-932d65a79d69,manage localisation,управлять локализацией,skill/competence
http://data.europa.eu/esco/skill/aa0d8201-5a8e-417f-81f4-c04601139582,digitization,оцифровка,knowledge
http://data.europa.eu/esco/skill/aa238394-8126-4ada-be2f-9dfe065cf314,adhere to organisational guidelines,соблюдать организационные рекомендации,skill/competence
http://data.europa.eu/esco/skill/aafb8d62-1592-4488-bd40-7bdfb751ff98,manage rented goods returns,управлять возвратом арендованных товаров,skill/competence
http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f,database management systems,системы управления базами данных,knowledge
http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03,maintain ICT identity management,обеспечивать управление идентификацией в сфере ИКТ,skill/competence
http://data.europa.eu/esco/skill/ab6265f2-a9bf-49e8-a9a5-67cbab4de38b,manage inventory,управлять запасами,skill/competence
http://data.europa.eu/esco/skill/ab67fbfb-0ca7-4345-8bf6-af8f59480212,design database backup specifications,разрабатывать спецификации резервного копирования баз данных,skill/competence
http://data.europa.eu/esco/skill/abb9c7f1-6d69-4feb-913e-6e577d426ea4,operate projector,работа с проектором,skill/competence
http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290,augmented reality,дополненная реальность,knowledge
http://data.europa.eu/esco/skill/ac49be50-5cfa-42d7-b6cb-751e5bda2ac1,transcribe ideas into musical notation,переводить идеи в нотную запись,skill/competence
http://data.europa.eu/esco/skill/ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5,manage content development projects,управлять проектами по разработке контента,skill/competence
http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,implement a virtual private network,внедрять виртуальную частную сеть,skill/competence
http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,statistical analysis system software,программное обеспечение для статистического анализа,knowledge
http://data.europa.eu/esco/skill/adcca622-b933-4ba3-bc43-bf371879edc3,data security principles,принципы безопасности данных,knowledge
http://data.europa.eu/esco/skill/ae4f0cc6-e0b9-47f5-bdca-2fc2e6316dce,manage ICT virtualisation environments,управлять средами виртуализации ИКТ,skill/competence
http://data.europa.eu/esco/skill/ae6c1227-dd33-4df0-a64e-439cfdf948ea,develop food scanner devices,разрабатывать устройства для сканирования продуктов питания,skill/competence
http://data.europa.eu/esco/skill/af313ba1-a39e-49ac-99ec-94630fbe4f7f,develop code exploits,разрабатывать коды эксплойтов,skill/competence
http://data.europa.eu/esco/skill/af529b5d-a055-4dfa-a386-1b1c1c8670e3,operate broadcast equipment,работать с вещательным оборудованием,skill/competence
